survive,niat_s,cr_s,wcat_s,reat_s,ebitaat_s
1,.0754631,1.264402,.0371196,.0516465,.087987
1,.074343,.1813272,.0406353,.0522654,.0864823
1,.0635681,-.0921785,.0365259,.0498696,.0731561
1,-.5136631,-.0929363,-.336933,-.2346943,-.626565
1,.0676553,-.0852979,.0363561,.0511204,.077968
1,.0537636,-.0927248,.0339892,.0476079,.0539548
1,.0692953,-.0924602,.0367789,.0517246,.078436
1,.0688203,-.0912016,.0367587,.0515493,.0769052
1,.046463,-.0918155,.0355711,.0494432,.0655626
1,.0699916,-.0923716,.03696,.0513354,.0789799
1,.0730585,-.0906337,.0370183,.0521232,.0853769
1,.0675616,-.0886516,.0379522,.0508212,.072049
1,.0243879,.1518149,.034875,.0447151,.0457252
1,.0691841,-.0924976,.0366818,.0514368,.0786432
1,.0527617,-.0926916,.0344228,.050255,.0664542
1,.0359006,-.0929142,.0296528,.047641,.0698974
1,.060325,-.0826363,.0388813,.0513661,.0710117
1,.0690563,-.050698,.0403545,.0520711,.0756381
1,.0561097,-.0927346,.0311464,.044237,.0738581
1,.0608637,-.0918931,.0362594,.0514265,.064957
1,.0542382,.3089626,.0404039,.0457804,.0535396
1,.0575584,-.0862176,.0398126,.049339,.0569379
1,.0707459,-.0910229,.0372699,.0519202,.0769385
1,.0456938,-.0927542,.0278212,-.0159018,.0425547
1,.0691223,-.0904724,.0375179,.0517027,.0803297
1,.0664399,-.0929289,.0361733,.0514172,.0707083
1,.0677596,-.0911288,.0368514,.0513195,.0766966
1,.0385207,-.0281113,.0392272,.0430595,.0360973
1,-.2455195,-.0929273,-.0455915,-.0196893,-.1625252
1,.0641602,-.0918301,.0392694,.0507428,.0660172
1,.0554118,-.0928264,.0358382,.0488835,.0536296
1,.0001465,-.0426357,.0405536,.0509376,.0264081
1,.0681216,-.0650046,.0372667,.0518954,.0748216
1,.0596349,-.0927886,.0281582,.0460426,.0753083
1,.0613157,.1307725,.0411217,.0506817,.0628205
1,.0664873,-.0588694,.0394648,.051366,.0751897
1,.070853,.1365852,.0372286,.0521183,.0841368
1,.0272213,-.0816389,.0401511,.0486956,.0131981
1,.0682287,-.0915357,.0388951,.0516747,.0768674
1,.0674295,-.085201,.0397026,.0496608,.0763846
1,.0642632,-.0926181,.0338552,.0390195,.0716593
1,.0702823,.0554527,.0381984,.0514901,.0780925
1,.0677508,.0106791,.0409778,.0514506,.0727248
1,.0683518,.0465984,.0394986,.0518668,.0759663
1,.0699263,-.0909048,.0365384,.0515513,.0779218
1,.0698836,-.09153,.036515,.0513902,.0789003
1,.0818676,-.0808837,.0397835,.0507175,.0632394
1,.0547177,-.0917588,.038525,.0489802,.0628164
1,.0783268,-.090114,.0363376,.0528419,.1007817
1,.0697016,-.0892747,.0374812,.0517038,.0789839
1,.0711911,-.0762766,.0373202,.0516622,.0809296
1,.0682974,-.0892212,.036407,.0516209,.071754
1,.068698,-.0903894,.0377145,.0515713,.0725203
1,.0702282,-.0860483,.0378672,.0516657,.0768126
1,.0696307,-.0921617,.0359236,.0515406,.0764141
1,.0701557,-.0865158,.0380087,.0518325,.0808616
1,.0727476,-.0894256,.0376584,.0518847,.0871848
1,.0667178,-.0913699,.0365825,.0512715,.0801399
1,.0705446,-.0790854,.0374727,.051676,.079246
1,.0719908,-.0880436,.036587,.0521272,.0816051
1,.0709928,-.0911554,.0365027,.051677,.0788827
1,.0652355,-.0923769,.0356225,.0514781,.0766643
1,.0626014,-.0858429,.0376405,.0517162,.0777522
1,.068561,-.0914337,.0368852,.051702,.0751265
1,.0687369,-.0923252,.0367393,.0516531,.0733699
1,.0702831,-.0912619,.036394,.0517486,.077754
1,.0669625,-.0881458,.0364347,.051342,.0772325
1,.070229,-.089153,.0366274,.0516194,.078139
1,.0650386,-.0917926,.0370862,.0516318,.0687068
1,.0715315,-.0901772,.0377002,.0523559,.0757946
1,.0712033,-.0909637,.0366873,.0518012,.0798504
1,.0714825,-.0909756,.0369776,.0520249,.0803561
1,.0724915,-.0909036,.037426,.0521367,.0813988
1,.073194,-.078158,.0382022,.052064,.0861044
1,.0693773,-.0920159,.0354478,.0516981,.0765546
1,.065937,-.0915297,.0358364,.0515579,.0705978
1,.0690555,-.0887356,.0371436,.0519377,.0750287
1,.0682457,-.0924041,.0363789,.0518908,.0746877
1,.0702082,-.081585,.0362798,.0515428,.0788637
1,.0713631,-.0879959,.0368141,.0514143,.0750678
1,.0696844,-.0885617,.0376209,.0517749,.0771568
1,.067387,-.0916815,.0369687,.0515001,.0734104
1,.0743967,2.597698,.0409363,.0524145,.0880454
1,.0674172,-.084828,.0364046,.0513977,.0752815
1,.0703981,-.0913266,.0363737,.0515869,.0793335
1,.0660473,-.0885478,.0374599,.0516175,.0769401
1,.0715904,-.090369,.0364356,.0515798,.080785
1,.0744362,.3290229,.0373496,.0521673,.0897291
1,.0714005,-.0912887,.0379417,.0521073,.0792309
1,.0710637,-.0919493,.0361461,.0516801,.0823366
1,.0707853,-.0919151,.0360275,.051727,.0802385
1,.0686005,-.0904739,.0365144,.0516848,.075751
1,.0742328,-.0337098,.0368472,.0519896,.0850193
1,.0659616,-.0802663,.0373293,.051468,.0751385
1,.0287911,-.0925636,.0341994,.0031045,.0208302
1,.0698082,-.0899737,.0366323,.0511859,.0793822
1,.0718931,-.0919357,.0367673,.0512579,.0791276
1,-6.876693,-.0928794,-.0518185,-.2054132,-10.6329
1,.012554,-.0929312,.0229124,.0500756,-.0038255
1,.0749754,-.0529965,.0377196,.0516711,.0847135
1,.0831158,-.007006,.0392235,.0503276,.0909139
1,.0701654,-.0921574,.0366636,.0516612,.0771503
1,.0650516,.1986976,.0387304,.0508727,.0687978
1,.0708883,-.0924698,.0366197,.0516813,.0775154
1,.0644921,-.0251351,.0412256,.0514148,.0717454
1,.0678302,-.0913263,.0412755,.045618,.0413784
1,.0710094,-.090524,.0398245,.0516188,.0787312
1,.0654915,.0248482,.038499,.0511046,.0702803
1,.0696732,-.091708,.0364165,.0516879,.0777944
1,.0687427,-.0560289,.0366701,.051553,.0737062
1,.0679742,-.0922616,.0372713,.0517168,.0759602
1,.0649379,-.0824457,.0372401,.0513942,.0754644
1,.0825622,-.0881264,.0415069,.0471486,.0975989
1,.0339358,-.0927101,.0349888,.0406535,.0630971
1,.0569399,-.0694927,.0359326,.0484182,.0560425
1,.0497823,-.0927424,.0354983,.0500457,.0560847
1,.066771,-.0912264,.0371829,.0510941,.0701399
1,.0414043,-.0910123,.0384144,.0497772,.0422664
1,.0084169,-.0795927,.0364793,.0482372,-.0223917
1,.0731087,-.085931,.038061,.051913,.087948
1,.0655512,-.0894037,.0372108,.0508886,.0717143
1,-.0154959,-.0882044,.038471,.0380765,-.0003756
1,.069748,-.0908441,.0363966,.0516829,.0771556
1,-.5987116,-.0929404,-2.197027,-4.081515,2.27164
1,.0757788,-.0872438,.0375754,.0520801,.0899647
1,.0267978,-.0929285,.0228068,.0338817,.0314451
1,.0578048,-.0923522,.0358894,.0506961,.062664
1,.0695551,-.0843139,.0363605,.0515662,.0789564
1,-.0784213,-.0928773,.0306066,.0201601,-.1373359
1,.0701432,-.0703863,.0367099,.051415,.080663
1,.0539323,-.0903603,.0370532,.050412,.0458148
1,.0982164,-.0812514,.0403886,.0513953,.0647508
1,.0641506,-.0771374,.0394788,.0517618,.0643183
1,.03372,-.0885875,.0371674,.0406987,.0248097
1,.0741461,-.0871227,.0345895,.0062646,.0206747
1,-1.474174,-.0927847,-.1145242,-.7459781,-1.933652
1,.0584944,-.0926223,.0356364,.0497365,.0684191
1,.0653092,-.0915259,.0367498,.0516177,.0716854
1,.0686933,-.0779752,.0381618,.0514159,.0810626
1,.0619215,-.09268,.0332552,.0510561,.0739656
1,.0644705,-.0848949,.0371723,.0509208,.0678115
1,.0636222,-.0921227,.038208,.0514856,.0720328
1,.067663,-.0303229,.0388834,.0510004,.0748207
1,.0124875,-.0908272,-.0122858,.0007389,-.0125077
1,.0309444,-.0912503,.0368759,.0497598,.0057175
1,.0744445,-.0913628,.0395727,.051991,.0819012
1,.0504383,-.0775708,.0389796,.0497035,.0490889
1,.0528565,-.0914231,.0359404,.0498078,.0570304
1,.0626585,-.0918734,.0376453,.0506034,.0665973
1,.037972,-.0929351,-.0413192,.0339976,.0971462
1,.0017702,-.078624,-.0097556,.0432126,.0738429
1,.06337,-.0927826,.035226,.0509137,.0606325
1,.0708959,-.0923471,.0364713,.0515487,.0777797
1,-.329135,-.092936,-.1796894,-.4572524,-.4327414
1,.069268,-.0920192,.0367066,.051116,.0708828
1,.0699708,-.0903373,.0370588,.0514279,.0781303
1,.0677852,-.0505344,.0402368,.0514444,.0727357
1,.0589616,-.0764406,.0375688,.0503871,.0576443
1,.0639497,-.0921895,.0364081,.0510903,.0718232
1,-.5000839,-.0926012,.0246101,-.0272736,-.7501835
1,.0611102,-.003725,.0365553,.0514379,.053182
1,.0601787,-.0923664,.0362126,.0510907,.051961
1,.0654483,-.0919608,.0364464,.0508549,.0671595
1,.0663916,-.0920502,.0371481,.0513015,.0730218
1,.0602902,-.0928345,.0351187,.0494207,.0632743
1,.0693869,-.0463301,.0367699,.0512879,.0762335
1,.0673183,-.0915442,.0366751,.0512744,.071473
1,.0747653,-.0708931,.0383393,.05173,.0891747
1,.072642,-.0906301,.0369199,.0520011,.0844884
1,.0693864,-.0927397,.0358125,.0511056,.0791033
1,.0362722,-.0904974,.036094,.0486307,.0435772
1,.0730112,-.0896759,.0376552,.0515191,.0768433
1,.053763,.0028943,.0372536,.0481809,.0604487
1,.0736804,-.0855998,.0373378,.0515933,.0774337
1,.0692988,-.0927773,.0358743,.0515552,.0780564
1,.0902413,-.0929301,.0104399,-.0795178,-.0709409
1,.0330394,-.0628965,.0406546,.048159,.0313605
1,.0696314,-.0911914,.0365554,.0511391,.0750915
1,.0575237,-.0799498,.0413682,.049313,.064853
1,-.3400625,-.0929104,-.0523615,.0126567,-.4872966
1,.0617899,-.0912603,.0375992,.0508848,.0631554
1,.0714905,-.0889205,.0374576,.0518539,.0798088
1,.0625702,-.0921532,.0365984,.0513013,.057239
1,.0610506,-.0893013,.0362847,.0389636,.0630958
1,.0693328,.0124971,.0388216,.0518976,.0776577
1,.0688171,-.0922804,.0311882,.0457687,.0676893
1,.0707051,-.0921871,.0379131,.0517023,.0794054
1,.071407,-.0895714,.0373291,.0509482,.0808751
1,-.3348116,-.0928646,.0256862,.0214106,.0127899
1,.073278,-.074631,.0371259,.0501083,.0840712
1,.0690265,-.0838536,.0376993,.0513342,.0820312
1,-.0999062,-.0928486,.0278964,.0477823,-.1858072
1,.0732128,.4362272,.0381691,.0519584,.08282
1,-.09128,-.0929037,.0344389,.0453917,-.134132
1,.0702618,-.0683358,.0363202,.0517606,.0797126
1,.0676906,.2489444,.040819,.0504523,.0731353
1,.0677532,4.352484,.0372295,.051024,.0724065
1,-.1787109,-.0912006,.0244504,-.0755548,-.2899728
1,.0596184,-.0922862,.0380831,.0514935,.0611314
1,-.281121,-.0928375,-.0602975,-.6745275,-.4306842
1,.0742146,-.081488,.039268,.0520282,.0868427
1,.0724969,-.0264811,.0391597,.0523167,.0804948
1,.0695918,-.0923752,.0364897,.0517874,.079013
1,.0656347,-.0924086,.0359428,.0484333,.069686
1,.0633966,.137682,.0380542,.0509908,.0656378
1,.0696353,-.0895871,.0378334,.0515811,.0771317
1,.0564293,-.0928964,.0291087,.0491307,.0805575
1,.0512368,-.0925164,.0363575,.0478109,.0858121
1,.0701516,-.0830961,.0363855,.0516171,.0811352
1,.069296,-.0892746,.0386363,.0506201,.0775329
1,.0696428,-.0921922,.0359867,.051567,.0794349
1,.069098,-.0921602,.0364242,.051562,.0763817
1,.071564,-.0914836,.0371993,.0515962,.0787493
1,.0302064,-.092615,.0317099,.0280662,.0199705
1,.0607673,-.0684863,.037857,.051741,.0562946
1,-1.044957,-.0929361,-.0216854,-.0163023,-1.533866
1,.0683288,-.0810243,.0370362,.0514814,.0741088
1,.0680157,-.0911717,.0366979,.0511838,.0767444
1,-.0029955,-.0928703,.0094194,-.1620535,.0425294
1,.0569262,-.0928965,.0359696,.0492245,.0580999
1,.0677646,-.0928973,.0340506,.0517855,.0729527
1,.0769635,-.077229,.0299703,.0504516,.0973531
1,.0306101,-.0924899,.0281646,.0483029,.0301039
1,.0693702,-.0921327,.0364223,.0516671,.0767123
1,.0580632,-.0925925,.0326676,.0377798,.0616388
1,.0724844,-.0918521,.0362786,.0517771,.0811958
1,.0760724,-.0922475,.0365002,.0518307,.0860352
1,.0698935,-.0852248,.0366096,.0510351,.0759693
1,-.0093707,-.0928567,.0309947,.0455101,-.0265189
1,-.4205383,-.0929353,-2.55334,-42.11538,-2.696784
1,.0705191,.0024296,.0367003,.0519634,.0792533
1,.0701155,-.0924727,.0361315,.0516532,.0786698
1,.0689741,-.0927094,.0358151,.051618,.0775883
1,.0078637,-.0771432,.03308,.0200539,-.0385665
1,.0633558,10.11395,.0378719,.0504731,.0743428
1,.0763065,-.0277855,.0368397,.0521974,.0941337
1,.0532311,-.092713,.0339125,.048675,.0626872
1,.0694705,.0056683,.0367245,.0516412,.0770704
1,.0821685,-.0581852,.0349846,.0513635,.0880785
1,.0708298,-.0815336,.0364044,.0517474,.0799108
1,.0695356,.0466625,.0409958,.0478694,.0754138
1,.0751332,-.0898597,.0385593,.0510957,.0832491
1,-19.94757,-.0929404,-9.788091,-6.785114,-14.51579
1,.1242677,-.0928872,-.0035374,-.1338437,-.2750822
1,.056441,-.0461164,.0269224,.0311794,.0168494
1,.06946,-.0922633,.0363723,.0509494,.0743646
1,-.2574044,-.0928818,.0077848,-.0352711,-.3283263
1,.0671814,-.0915348,.0367809,.050095,.0785357
1,.067628,.580071,.0396004,.0520711,.0764884
1,.0635537,-.0878229,.0364452,.0513467,.0795501
1,.0652713,.1023484,.0405026,.0512048,.0712273
1,.0687532,-.0925073,.0363202,.0508926,.0797661
1,.0654384,.1334835,.0375508,.0505889,.070094
1,.068503,-.0923127,.0361709,.0517608,.0765517
1,.0706573,-.091593,.0372811,.0516176,.0763552
1,.0559927,-.0796566,.0404268,.051526,.0726387
1,.0263505,-.0929206,.0033681,.0239693,.0416312
1,.08063,-.0908853,.0386732,.0511857,.0919487
1,.0655727,-.0301317,.0380134,.0515974,.0781342
1,-.4101545,-.0929301,-.1528287,-.4538591,-.6641776
1,.0685335,-.0596437,.039535,.0498618,.0679415
1,.0716686,-.0923572,.0360041,.051588,.0808235
1,.0661671,-.0929048,.0324389,.0506234,.0779031
1,.0647444,.1984099,.0383086,.0514247,.0730986
1,.0704071,-.0895519,.0381757,.0517377,.0789036
1,.071759,-.0888104,.0379508,.0518507,.0809925
1,.0581758,-.0876943,.0370216,.050651,.0701628
1,.0676203,-.0881911,.0389076,.050854,.0737555
1,.0709899,.0070322,.0401898,.0520067,.0788402
1,.070479,-.0835761,.0407232,.0505317,.0771764
1,.011316,-.0928708,.0326403,.0326715,-.0095752
1,.0613027,-.0642571,.0374034,.0340702,.0647288
1,.0665565,-.0903229,.0365854,.050911,.0751902
1,.0693324,-.0924672,.0363911,.0513831,.0758575
1,-.0674235,-.0928582,.0182436,-.022217,-.1252892
1,.0599872,-.0912317,.0409585,.0508758,.0608222
1,.0678348,.0902802,.0367067,.0514724,.0784926
1,.0715675,-.0869783,.038738,.0515772,.0813771
1,-.1856264,-.0763825,.0101974,.0334972,-.3356238
1,.0709355,-.0927647,.0350771,.0514944,.0784915
1,.0833685,-.0928566,.0306048,.0494774,.0421811
1,.0879821,-.0876694,.0395269,.044516,.0760564
1,.0447815,-.0906064,.0365086,.0494387,.042893
1,.0699961,-.0858357,.0374704,.0518775,.0811802
1,.0519832,-.0897791,.0369732,.047169,.0746774
1,.0528432,-.091185,.0374512,.0510081,.0776302
1,.0706313,-.0117212,.0378842,.0402112,.0716625
1,.0704787,-.0918267,.0373696,.0511015,.0785245
1,.0665732,-.0917204,.0376203,.049381,.0708512
1,.0694854,-.0916329,.0407324,.0515111,.0777841
1,.071122,-.0866939,.0376945,.051678,.0805146
1,.061133,-.084721,.040235,.044525,.0627235
1,.0703856,-.0923842,.0365256,.0517149,.081188
1,.0685721,-.0768642,.0376649,.0513363,.0758383
1,.0687476,-.0918923,.0363448,.0516402,.0756547
1,.0703498,-.0915497,.0366368,.0510644,.0842945
1,.0738119,-.0917386,.0357497,.0315585,.0860979
1,.049581,.0108076,.0393834,.0454132,.043919
1,.0703981,-.0912979,.0381689,.0515973,.0800434
1,.0663299,-.0927381,.0348703,.0511779,.0688948
1,.0689655,-.0736766,.0389775,.0516704,.0741572
1,.0710691,-.0419575,.0387231,.0515507,.0834066
1,.0672144,-.0915628,.037745,.0513507,.0727989
1,.0685735,-.0922718,.0363937,.0499018,.0698914
1,.0736839,-.0054089,.0398177,.0514947,.086475
1,.0777108,-.0921711,.0363013,.0514333,.0944718
1,.0716702,-.0917165,.0378214,.0499423,.0813674
1,.0714497,-.091356,.034869,.0435624,.0599264
1,.0572111,-.0922232,.0388788,.0467803,.0564412
1,.0606081,-.091595,.0378491,.0498797,.0644798
1,.0648891,-.0926952,.0333238,.0506938,.0778534
1,-31.71838,-.0929394,-3.213148,-13.19583,-40.69646
1,.0661192,-.0643448,.0390685,.0510389,.0720468
1,.0675615,-.0883565,.037015,.0480338,.0724351
1,.0606764,-.0861884,.0374573,.049602,.0781107
1,.0995297,-.088026,.0364688,.0514684,.0786853
1,.0587073,-.0879626,.0379546,.0485868,.0570388
1,-.0360749,-.092806,.0332491,.0273175,.0047323
1,.0737017,-.0914039,.036363,.0508752,.0824905
1,.0669776,-.088039,.0374736,.0516193,.0828278
1,.0668633,-.0910899,.0374419,.0509034,.0721762
1,.0721163,.2486249,.0376097,.0517961,.0819896
1,-.3892904,-.0929259,-.1571416,-.0875989,-.264933
1,-.0093174,-.0925885,.0324386,.0296294,-.0149721
1,-.0716085,-.0895244,.0329394,.0298274,.0632387
1,.0604668,-.0823905,.0369496,.0502558,.0643837
1,.0787045,-.0816056,.0380752,.051496,.0878847
1,.074109,-.0903468,.0380295,.0517368,.080312
1,.0515238,-.0910587,.037391,.0478292,.0513629
1,.0775734,-.0624567,.0396178,.0517625,.0962615
1,.0384265,-.0235676,.0402547,.0375798,.0317764
1,.069118,-.0911487,.0367434,.0512476,.0783951
1,.0490194,.2102735,.0411062,.0495094,.0450465
1,.0599082,-.091444,.0372654,.0509475,.073383
1,.071347,-.092691,.0361103,.0512351,.0795616
1,.0718594,-.0923102,.0366474,.0508817,.081006
1,.0588844,-.0895974,.0395502,.0487974,.0415691
1,.07179,-.0878314,.0381586,.0516072,.0817117
1,.0623374,-.0912487,.0380087,.0500057,.070782
1,.0538042,-.0916491,.0388188,.0380413,.0633871
1,.0693361,-.0916994,.036687,.051836,.076266
1,.0674042,-.0715949,.0393864,.0507212,.0726206
1,.0706936,-.0904124,.0374813,.0518198,.0811754
1,.0324364,-.0517782,.0420598,.0465325,.0185758
1,.0693043,.4187331,.038039,.0516862,.0724891
1,.061707,-.0831476,.0391036,.0513612,.0652543
1,.0694783,-.0088303,.0400379,.0522334,.0763862
1,.0774423,-.0625574,.0374394,.0507571,.0789039
1,.0684472,-.0679765,.0373019,.0493886,.0799385
1,.053881,-.0915241,.0395168,.0489629,.0493639
1,.0717334,-.0923052,.0359918,.051987,.0809205
1,.050578,-.0910584,.0368742,.0478747,.0489431
1,.0654809,-.0915514,.0381094,.0508748,.0691826
1,.0696398,-.0911174,.0379542,.0507321,.0787093
1,.0246039,-.0929277,.0144276,.0114736,.0016632
1,.0692893,-.0627521,.0367076,.0514283,.080352
1,.0007773,-.0920328,.0333999,.0444106,-.0286109
1,.0724508,1.474296,.0416294,.0519636,.0797897
1,.0680755,.5647793,.0407985,.0496416,.0728216
1,.0703235,-.0894483,.0371291,.0516499,.0805758
1,.1109851,.0994838,.0428767,.0494333,.0690407
1,.3618948,-.0928352,.0238756,-.020558,-.0197644
1,.0662247,-.0914737,.0363775,.0513074,.0766843
1,.0161462,-.0929401,-.0393539,-.0491567,-.0068664
1,.0722621,-.0569901,.0413046,.0521399,.0854319
1,.0573954,-.088943,.0379219,.0514935,.0671135
1,.0695328,-.0927868,.033706,.0515517,.0756966
1,.0708524,-.0875382,.0374797,.0513689,.0796579
1,.0716,.315274,.0388904,.0514264,.0796233
1,.059111,-.0811778,.0368617,.0508116,.0626023
1,.0389208,-.0893382,.0383799,.0440867,.0441562
1,.0696332,-.0820965,.0399602,.0517468,.0771321
1,.071386,-.0922352,.0364856,.0517828,.0855
1,.0632875,-.0884883,.0389996,.0505561,.0691918
1,.072324,1.462207,.0364497,.0516999,.0807116
1,.0738298,-.0909772,.037836,.0519787,.0838868
1,.0638221,-.0678408,.0368309,.0493495,.0783138
1,.0657214,-.0662077,.0365842,.0511834,.067847
1,.0389938,-.0386126,.0392826,.0473283,.0337476
1,.0707899,-.091854,.0389619,.0512486,.0805594
1,-.3159345,-.0928236,-.005452,-.0003508,-.3932759
1,.0673368,-.0863062,.0380461,.0451614,.0742808
1,.0716422,-.0801873,.0383347,.0518619,.0820482
1,.0513863,-.0896688,.0390972,.0418165,.0476375
1,.0692418,-.0805445,.038602,.0510961,.0756769
1,.0695301,-.0893636,.0373378,.0512882,.0780028
1,-.0242359,-.0928925,-.0109611,-.0157631,-.1856052
1,.0784933,-.0918446,.0361459,.0508902,.0916917
1,.064036,-.0800247,.0363932,.0510541,.0744511
1,.0776191,-.0922134,.0356804,.0533272,.0985274
1,-.2769223,-.092832,-.0052585,-.0023603,-.2522169
1,.0706632,-.0899333,.0371037,.0515401,.0785188
1,.0679974,-.0902699,.0373958,.0515889,.0791266
1,.0442636,-.0927811,.0343432,.0491615,.0476672
1,-1.575253,-.0927798,-.0726743,-2.865821,-2.479342
1,.0642409,-.092233,.0348704,.0511876,.0690108
1,.0396424,-.09243,.0363613,.0500335,.0508753
1,.0512735,-.0909704,.036579,.0499933,.0603192
1,.0795489,-.0369024,.0388774,.0516908,.1012036
1,.0707164,-.0460952,.0380141,.0448348,.0773751
1,.076442,-.0729448,.0372011,.0517518,.0977042
1,.0677741,-.0925133,.0363387,.0512678,.0735449
1,.0716909,-.0920492,.0355706,.0517971,.0811071
1,.0707876,-.0907834,.038435,.0516943,.0801275
1,-.0974986,-.0928735,.0297651,.0425701,-.1682541
1,.0673963,-.0718782,.0373456,.0512956,.071488
1,-.0318838,-.0909386,.0361542,.0118165,-.0795444
1,.0680811,-.092181,.0359731,.0515054,.0763806
1,.0691204,.5838271,.0399759,.0507448,.0745257
1,.0689996,-.092181,.0359099,.0514777,.0790479
1,.06284,-.0778941,.0371481,.0507416,.0628941
1,.0648552,.2011192,.0373973,.0506482,.0679889
1,.0715589,1.09795,.0386754,.0503667,.0795535
1,.0663826,-.0927833,.033888,.0514944,.0769397
1,.0590316,-.0927445,.0340312,.0507118,.0672203
1,.0576112,-.0927477,.0356896,.0480395,.0618812
1,.030275,-.0776118,.0391559,.0427777,.019743
1,.0674104,-.074945,.0369029,.0513545,.0710237
1,.027152,-.050284,.0409859,.043745,.0114645
1,.0725879,-.0878055,.0391439,.0521454,.0862695
1,.0730258,-.0915725,.0374002,.0517463,.0850509
1,.0680311,-.0755866,.0386298,.0516301,.0728961
1,.0762141,-.0891532,.0359512,.05182,.0899784
1,.0698821,.5477784,.0385458,.0520569,.0814892
1,.0694295,-.0767579,.038065,.0514569,.0759789
1,.0526766,.325384,.0367188,.0508659,.0526373
1,.0705385,-.0430745,.0370179,.0516959,.0801186
1,.0747907,-.0926293,.0352036,.0473504,.0677988
1,.074027,.0935047,.03753,.0520801,.0855179
1,.0750591,-.0914906,.0392517,.0520337,.0867947
1,.0668392,-.0919628,.0366139,.0514205,.0709976
1,.0705504,-.0887994,.0365242,.0516496,.0800188
1,.0703987,-.0920759,.037844,.0514783,.0806951
1,.0710656,-.089905,.0394185,.0516472,.0786876
1,.0660548,-.0919375,.0360643,.0510638,.0814178
1,.0743921,4.768614,.0379811,.0518973,.0904011
1,.0468344,-.0103839,.0400626,.0482779,.0398368
1,.0762733,-.0905985,.0338808,.0504624,.0811775
1,.069263,.3760554,.0403866,.0515688,.0778612
1,.0605444,-.0881435,.0396684,.0509758,.0599278
1,.0723438,-.0912432,.037776,.0517217,.0810359
1,-.3688684,-.0921653,.0328362,-.036895,-.5972049
1,-.0210907,-.0851192,.0363447,.0193948,-.0606096
1,.0323963,-.092799,.0335692,.0485864,.0456856
1,.0457213,-.0927988,.0326861,.048568,.0538438
1,.0697417,-.0920212,.0367219,.051678,.0790119
1,-.0206112,-.092908,.0184571,.0454871,.010635
1,.0707691,-.0923081,.0363243,.0517403,.0780519
1,-.1061217,-.0929118,-.064924,-.0190868,-.1698844
1,.0689223,-.0237337,.0369897,.0515201,.0773235
1,.0645544,-.0747503,.0357014,.0506956,.0640945
1,.0645152,-.0901211,.0381444,.0497584,.0639082
1,.0782486,-.0885631,.0412045,.0521846,.090542
1,.0693444,-.0869899,.037775,.0514848,.0777322
1,.069262,-.0737287,.0381843,.0516979,.0734376
1,.0702195,.1022525,.0381523,.0514403,.0775191
1,.0559555,.0683221,.0412018,.0491579,.0600713
1,.0542028,-.0857554,.037709,.0514183,.0795892
1,.0691813,-.0892345,.0368962,.0516485,.0769777
1,.0689256,-.092385,.0374653,.0513555,.078895
1,.0697855,-.0917689,.0366715,.0517682,.0768465
1,.0606747,-.0920296,.0354061,.0504341,.069174
1,.070229,-.0084645,.0368322,.0516831,.0788613
1,-11.83603,-.0929355,-1.222223,-2.055771,-11.54869
1,.0700721,-.092151,.03656,.0515143,.0783786
1,-.0989166,-.0383362,.0420613,.0154311,-.1810748
1,.0712005,-.047817,.0386356,.0516469,.0812537
1,.0726323,.0553547,.0381512,.0516783,.0798879
1,.0681438,-.07292,.0381861,.0519193,.0739617
1,.0708314,-.0912108,.0383865,.0520857,.0792003
1,-.0150853,-.0926433,.0301913,.0274488,-.0427626
1,.0698592,-.0154832,.0366094,.0516183,.0773935
1,.0692449,-.0916383,.0362865,.0515237,.0772768
1,.0697982,-.0910008,.0364666,.0516027,.0780679
1,.0759088,-.0926417,.0343545,.0524555,.0995681
1,.0702709,-.0924054,.0364772,.0514993,.0792636
1,.0695598,-.0879699,.0363423,.0515911,.0779222
1,.0732662,-.0926221,.0358652,.0515625,.0840759
1,.0686629,-.0787482,.0374449,.0514791,.0774936
1,.0587311,-.0914767,.0362832,.0481634,.0643059
1,.0707263,.2134109,.0360342,.051712,.0795345
1,.0700272,-.0901657,.0381763,.0514439,.0786015
1,.1314197,-.0926192,-.0284449,-.1488633,.1112522
1,.0698093,-.0410955,.0372127,.0515363,.079918
1,.0724929,-.0748071,.0373475,.0519403,.0842146
1,.0714833,-.0922921,.0361509,.0517726,.0836523
1,.0697684,-.0909121,.0363665,.0516178,.0782095
1,.064368,-.092865,.0355345,.0480132,.0710494
1,.0695841,-.0925325,.0280217,.033965,.0584573
1,.0726394,-.0549821,.0364431,.0506493,.0923904
1,.0700374,-.0912868,.036128,.0516061,.0790421
1,.066914,-.0925168,.0362423,.0516714,.072162
1,.0693906,-.0860914,.0364825,.0515565,.0765282
1,.0727114,-.091442,.036599,.0510359,.0755063
1,-.1526105,-.0929347,.0295925,.0409366,-.2670716
1,.0310635,1.214348,.0424476,.0445259,.0158941
1,.0563705,.1231713,.0405329,.04877,.0635379
1,.0689161,-.0869249,.0367399,.0514751,.0765815
1,.0862071,-.0923291,.0388642,.0468725,.0887182
1,-.6614723,-.0929234,-.1634392,-.0339303,-.0378654
1,.0512893,-.091759,.0376027,.0512556,.0637318
1,.0124695,-.0929355,.0055816,.0388361,.0087849
1,.0662926,-.0879968,.0373875,.0504131,.0730949
1,.0697311,-.0328608,.0363866,.0516335,.0786284
